,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,team,year,status
0,DJ Bravo,19,16,8,371,48,46.37,264,140.53,0,0,0,20,20,CSK,2012,R
1,F du Plessis,13,12,0,398,73,33.16,304,130.92,0,3,0,29,17,CSK,2012,R
2,MEK Hussey,8,8,0,261,56,32.62,236,110.59,0,2,0,28,8,CSK,2012,R
3,MS Dhoni,19,17,5,358,51*,29.83,278,128.77,0,1,0,26,9,CSK,2012,R
4,S Badrinath,15,9,2,196,57,28.0,181,108.28,0,1,0,23,2,CSK,2012,R
5,SK Raina,19,18,1,441,73,25.94,325,135.69,0,1,2,36,19,CSK,2012,R
6,M Vijay,14,14,1,336,113,25.84,267,125.84,1,0,2,39,10,CSK,2012,R
7,RA Jadeja,19,14,2,191,48,15.91,151,126.49,0,0,0,13,9,CSK,2012,R
8,JA Morkel,16,12,5,107,28,15.28,68,157.35,0,0,1,5,6,CSK,2012,R
9,R Ashwin,19,5,2,18,8,6.0,15,120.0,0,0,1,2,0,CSK,2012,R
10,WP Saha,4,1,0,6,6,6.0,14,42.85,0,0,0,0,0,CSK,2012,R
11,DE Bollinger,6,1,0,3,3,3.0,5,60.0,0,0,0,0,0,CSK,2012,R
12,S Anirudha,4,2,2,19,18*,0.0,7,271.42,0,0,0,1,2,CSK,2012,R
13,SB Jakati,15,2,2,7,6*,0.0,12,58.33,0,0,0,0,0,CSK,2012,R
14,KMDN Kulasekara,5,1,1,5,5*,0.0,3,166.66,0,0,0,1,0,CSK,2012,R
15,BW Hilfenhaus,9,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,CSK,2012,R
16,VY Mahesh,5,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,CSK,2012,R
0,JP Duminy,9,9,6,244,74,81.33,190,128.42,0,2,0,13,11,DC,2012,DQ
1,CL White,13,13,2,479,78,43.54,320,149.68,0,5,1,41,20,DC,2012,DQ
2,S Dhawan,15,15,1,569,84,40.64,439,129.61,0,5,0,58,18,DC,2012,DQ
3,DT Christian,7,7,2,145,39,29.0,118,122.88,0,0,0,8,6,DC,2012,DQ
4,DJ Harris,4,4,0,111,47,27.75,101,109.9,0,0,0,11,5,DC,2012,DQ
5,PA Reddy,5,4,1,73,42,24.33,59,123.72,0,0,0,6,2,DC,2012,DQ
6,KC Sangakkara,12,12,1,200,82,18.18,184,108.69,0,1,0,21,4,DC,2012,DQ
7,PA Patel,14,13,2,194,45,17.63,165,117.57,0,0,1,19,4,DC,2012,DQ
8,B Chipli,5,4,1,37,25*,12.33,35,105.71,0,0,0,3,2,DC,2012,DQ
9,AA Jhunjhunwala,5,3,1,24,19,12.0,26,92.3,0,0,0,1,1,DC,2012,DQ
10,A Ashish Reddy,9,5,1,35,10*,8.75,29,120.68,0,0,0,3,1,DC,2012,DQ
11,IR Jaggi,3,3,1,15,10*,7.5,21,71.42,0,0,0,0,0,DC,2012,DQ
12,Ankit Sharma,9,4,1,18,15,6.0,13,138.46,0,0,0,0,2,DC,2012,DQ
13,CA Lynn,1,1,0,6,6,6.0,9,66.66,0,0,0,1,0,DC,2012,DQ
14,A Mishra,14,5,2,16,8*,5.33,20,80.0,0,0,1,1,0,DC,2012,DQ
15,MS Gony,6,1,0,4,4,4.0,8,50.0,0,0,0,0,0,DC,2012,DQ
16,DW Steyn,12,6,1,19,7,3.8,21,90.47,0,0,0,0,1,DC,2012,DQ
17,DB Ravi Teja,2,2,0,4,4,2.0,4,100.0,0,0,1,1,0,DC,2012,DQ
18,V Pratap Singh,9,1,0,0,0,0.0,1,0.0,0,0,1,0,0,DC,2012,DQ
19,J Theron,2,1,1,7,7*,0.0,6,116.66,0,0,0,1,0,DC,2012,DQ
20,BB Samantray,1,1,1,2,2*,0.0,2,100.0,0,0,0,0,0,DC,2012,DQ
21,TP Sudhindra,3,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,DC,2012,DQ
22,Anand Rajan,4,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DC,2012,DQ
23,T Mishra,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DC,2012,DQ
0,KP Pietersen,8,8,3,305,103*,61.0,207,147.34,1,1,0,22,20,DD,2012,Q
1,DA Warner,8,8,1,256,109*,36.57,156,164.1,1,1,0,28,14,DD,2012,Q
2,V Sehwag,16,16,1,495,87*,33.0,307,161.23,0,5,1,57,19,DD,2012,Q
3,Y Nagar,13,8,3,153,44*,30.6,133,115.03,0,0,1,13,3,DD,2012,Q
4,DPMD Jayawardene,16,15,3,335,56*,27.91,298,112.41,0,3,1,39,3,DD,2012,Q
5,AJ Finch,2,2,0,55,30,27.5,51,107.84,0,0,0,8,0,DD,2012,Q
6,IK Pathan,17,12,5,176,42*,25.14,126,139.68,0,0,1,14,6,DD,2012,Q
7,AD Russell,4,2,0,47,31,23.5,26,180.76,0,0,0,3,3,DD,2012,Q
8,NV Ojha,18,16,5,255,64*,23.18,224,113.83,0,1,0,21,13,DD,2012,Q
9,Y Venugopal Rao,10,7,1,132,36,22.0,126,104.76,0,0,0,8,5,DD,2012,Q
10,LRPL Taylor,12,12,2,197,55,19.7,171,115.2,0,1,1,12,7,DD,2012,Q
11,UBT Chand,2,2,0,36,18,18.0,34,105.88,0,0,0,2,3,DD,2012,Q
12,P Negi,8,4,2,36,14,18.0,29,124.13,0,0,0,4,1,DD,2012,Q
13,GJ Maxwell,2,2,1,6,3*,6.0,11,54.54,0,0,0,0,0,DD,2012,Q
14,M Morkel,16,4,2,3,2*,1.5,5,60.0,0,0,2,0,0,DD,2012,Q
15,UT Yadav,17,3,1,2,1*,1.0,7,28.57,0,0,1,0,0,DD,2012,Q
16,VR Aaron,8,2,0,1,1,0.5,3,33.33,0,0,1,0,0,DD,2012,Q
17,Sunny Gupta,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,DD,2012,Q
18,DAJ Bracewell,1,1,1,12,12*,0.0,9,133.33,0,0,0,1,0,DD,2012,Q
19,AB Agarkar,4,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,DD,2012,Q
20,S Nadeem,12,1,1,0,0*,0.0,2,0.0,0,0,0,0,0,DD,2012,Q
21,RE van der Merwe,3,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DD,2012,Q
0,DB Das,15,10,7,126,35*,42.0,93,135.48,0,0,0,9,6,KKR,2012,W
1,G Gambhir,17,17,1,590,93,36.87,411,143.55,0,6,2,64,17,KKR,2012,W
2,MS Bisla,7,7,0,213,89,30.42,160,133.12,0,1,0,16,10,KKR,2012,W
3,MK Tiwary,16,15,5,260,59,26.0,246,105.69,0,1,1,21,3,KKR,2012,W
4,JH Kallis,17,17,1,409,79,25.56,384,106.51,0,2,1,34,10,KKR,2012,W
5,BB McCullum,12,12,0,289,56,24.08,283,102.12,0,1,0,37,3,KKR,2012,W
6,B Lee,10,3,1,42,25,21.0,20,210.0,0,0,0,2,4,KKR,2012,W
7,YK Pathan,17,16,6,194,40*,19.4,169,114.79,0,0,2,10,7,KKR,2012,W
8,Shakib Al Hasan,8,7,1,91,42,15.16,74,122.97,0,0,0,6,3,KKR,2012,W
9,LR Shukla,11,8,2,75,26,12.5,57,131.57,0,0,1,4,5,KKR,2012,W
10,R Bhatia,17,6,3,35,12,11.66,28,125.0,0,0,0,4,0,KKR,2012,W
11,RN ten Doeschate,3,3,1,21,11,10.5,21,100.0,0,0,0,1,1,KKR,2012,W
12,SP Narine,15,2,1,9,9*,9.0,7,128.57,0,0,1,2,0,KKR,2012,W
13,Iqbal Abdulla,9,2,2,2,1*,0.0,3,66.66,0,0,0,0,0,KKR,2012,W
14,L Balaji,8,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KKR,2012,W
15,M de Lange,3,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KKR,2012,W
16,PJ Sangwan,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KKR,2012,W
17,JD Unadkat,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KKR,2012,W
0,AC Gilchrist,7,7,2,172,64*,34.4,143,120.27,0,1,0,21,4,KP,2012,DQ
1,DJ Hussey,16,15,3,396,68*,33.0,305,129.83,0,2,0,28,17,KP,2012,DQ
2,DA Miller,6,6,3,98,34*,32.66,75,130.66,0,0,0,6,4,KP,2012,DQ
3,SE Marsh,13,13,2,336,68*,30.54,280,120.0,0,2,0,39,7,KP,2012,DQ
4,Gurkeerat Singh,5,4,1,86,29*,28.66,52,165.38,0,0,0,12,2,KP,2012,DQ
5,Mandeep Singh,16,16,0,432,75,27.0,342,126.31,0,2,1,53,7,KP,2012,DQ
6,Bipul Sharma,5,4,1,72,35*,24.0,47,153.19,0,0,0,6,3,KP,2012,DQ
7,Azhar Mahmood,11,10,2,186,36,23.25,142,130.98,0,0,0,16,8,KP,2012,DQ
8,SD Chitnis,6,4,1,66,38,22.0,62,106.45,0,0,0,7,1,KP,2012,DQ
9,RJ Harris,5,2,1,18,15*,18.0,11,163.63,0,0,0,1,1,KP,2012,DQ
10,AM Nayar,4,4,1,45,24,15.0,49,91.83,0,0,0,2,1,KP,2012,DQ
11,Harmeet Singh,7,2,1,15,14,15.0,7,214.28,0,0,0,3,0,KP,2012,DQ
12,N Saini,10,10,0,140,50,14.0,141,99.29,0,1,0,16,0,KP,2012,DQ
13,JP Faulkner,2,2,1,14,11*,14.0,13,107.69,0,0,0,0,0,KP,2012,DQ
14,PP Chawla,16,12,4,106,21*,13.25,88,120.45,0,0,1,9,4,KP,2012,DQ
15,P Kumar,16,7,4,35,10,11.66,30,116.66,0,0,1,2,1,KP,2012,DQ
16,P Dogra,3,3,1,15,6,7.5,24,62.5,0,0,0,0,0,KP,2012,DQ
17,PC Valthaty,6,6,0,30,13,5.0,51,58.82,0,0,1,4,0,KP,2012,DQ
18,AD Mascarenhas,4,3,0,14,9,4.66,16,87.5,0,0,1,1,0,KP,2012,DQ
19,BA Bhatt,5,1,1,6,6*,0.0,2,300.0,0,0,0,0,1,KP,2012,DQ
20,P Awana,12,2,2,4,4*,0.0,5,80.0,0,0,0,0,0,KP,2012,DQ
21,RR Powar,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KP,2012,DQ
0,HH Gibbs,3,3,1,81,66*,40.5,88,92.04,0,1,0,8,2,MI,2012,Q
1,DR Smith,7,6,2,157,87*,39.25,98,160.2,0,1,1,18,7,MI,2012,Q
2,AT Rayudu,17,15,6,333,81*,37.0,252,132.14,0,2,1,21,14,MI,2012,Q
3,RG Sharma,17,16,2,433,109*,30.92,342,126.6,1,3,2,39,18,MI,2012,Q
4,SR Tendulkar,13,13,2,324,74,29.45,283,114.48,0,2,1,39,4,MI,2012,Q
5,JEC Franklin,12,11,2,220,79,24.44,223,98.65,0,1,0,15,6,MI,2012,Q
6,KA Pollard,14,11,2,220,64,24.44,159,138.36,0,2,0,15,14,MI,2012,Q
7,KD Karthik,17,14,1,238,44,18.3,213,111.73,0,0,1,30,2,MI,2012,Q
8,RE Levi,6,6,0,83,50,13.83,73,113.69,0,1,2,10,4,MI,2012,Q
9,Harbhajan Singh,17,11,2,108,33,12.0,80,135.0,0,0,3,14,3,MI,2012,Q
10,RJ Peterson,5,5,2,32,16*,10.66,30,106.66,0,0,1,3,1,MI,2012,Q
11,SL Malinga,14,6,0,55,17,9.16,53,103.77,0,0,1,4,3,MI,2012,Q
12,CJ McKay,2,1,0,8,8,8.0,15,53.33,0,0,0,0,0,MI,2012,Q
13,TL Suman,2,2,0,15,10,7.5,19,78.94,0,0,0,1,1,MI,2012,Q
14,NLTC Perera,2,2,1,4,4*,4.0,9,44.44,0,0,1,0,0,MI,2012,Q
15,RP Singh,11,5,3,6,3,3.0,12,50.0,0,0,1,0,0,MI,2012,Q
16,PP Ojha,9,3,1,4,3,2.0,14,28.57,0,0,0,0,0,MI,2012,Q
17,AC Blizzard,1,1,0,0,0,0.0,3,0.0,0,0,1,0,0,MI,2012,Q
18,DJ Jacobs,1,1,0,0,0,0.0,10,0.0,0,0,1,0,0,MI,2012,Q
19,SA Yadav,1,1,0,0,0,0.0,4,0.0,0,0,1,0,0,MI,2012,Q
20,DS Kulkarni,2,1,1,10,10*,0.0,5,200.0,0,0,0,2,0,MI,2012,Q
21,MM Patel,12,3,3,2,1*,0.0,7,28.57,0,0,0,0,0,MI,2012,Q
22,AN Ahmed,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,MI,2012,Q
23,R Shukla,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,MI,2012,Q
0,SPD Smith,15,14,5,362,47*,40.22,267,135.58,0,0,0,24,14,PW,2012,DQ
1,M Manhas,10,7,3,120,42*,30.0,96,125.0,0,0,0,10,4,PW,2012,DQ
2,RV Uthappa,16,16,1,405,69,27.0,343,118.07,0,2,0,38,10,PW,2012,DQ
3,JD Ryder,11,11,1,256,86,25.6,212,120.75,0,2,1,23,8,PW,2012,DQ
4,AP Majumdar,4,4,0,87,31,21.75,76,114.47,0,0,0,7,2,PW,2012,DQ
5,MK Pandey,10,9,2,143,80*,20.42,112,127.67,0,1,4,12,6,PW,2012,DQ
6,AD Mathews,9,8,1,127,35,18.14,108,117.59,0,0,0,5,4,PW,2012,DQ
7,SC Ganguly,15,15,0,268,45,17.86,271,98.89,0,0,0,30,4,PW,2012,DQ
8,MN Samuels,8,8,1,124,46,17.71,123,100.81,0,0,0,7,5,PW,2012,DQ
9,MJ Clarke,6,6,0,98,41,16.33,94,104.25,0,0,0,12,0,PW,2012,DQ
10,B Kumar,11,9,6,40,11*,13.33,40,100.0,0,0,0,4,0,PW,2012,DQ
11,CJ Ferguson,4,4,0,50,23,12.5,63,79.36,0,0,0,3,0,PW,2012,DQ
12,AC Thomas,4,2,0,19,12,9.5,15,126.66,0,0,0,1,1,PW,2012,DQ
13,Harpreet Singh,1,1,0,6,6,6.0,6,100.0,0,0,0,0,0,PW,2012,DQ
14,WD Parnell,6,5,1,19,11,4.75,27,70.37,0,0,0,2,0,PW,2012,DQ
15,MD Mishra,1,1,0,4,4,4.0,4,100.0,0,0,0,1,0,PW,2012,DQ
16,AB Dinda,7,1,0,2,2,2.0,5,40.0,0,0,0,0,0,PW,2012,DQ
17,R Sharma,11,5,1,2,2,0.5,11,18.18,0,0,3,0,0,PW,2012,DQ
18,M Kartik,11,4,4,26,14*,0.0,21,123.8,0,0,0,1,1,PW,2012,DQ
19,A Nehra,13,2,2,11,9*,0.0,12,91.66,0,0,0,1,0,PW,2012,DQ
20,K Upadhyay,1,1,1,11,11*,0.0,8,137.5,0,0,0,0,1,PW,2012,DQ
21,AG Murtaza,1,1,1,3,3*,0.0,5,60.0,0,0,0,0,0,PW,2012,DQ
22,LJ Wright,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,PW,2012,DQ
0,CH Gayle,15,14,2,733,128*,61.08,456,160.74,1,7,0,46,59,RCB,2012,DQ
1,AB de Villiers,16,13,5,319,64*,39.87,198,161.11,0,3,1,26,15,RCB,2012,DQ
2,TM Dilshan,10,9,1,285,76*,35.62,261,109.19,0,3,0,33,5,RCB,2012,DQ
3,V Kohli,16,15,2,364,73*,28.0,326,111.65,0,2,0,33,9,RCB,2012,DQ
4,SS Tiwary,15,11,3,191,36*,23.87,170,112.35,0,0,0,9,8,RCB,2012,DQ
5,AB McDonald,4,3,1,47,30,23.5,35,134.28,0,0,0,6,2,RCB,2012,DQ
6,MA Agarwal,16,12,1,225,64*,20.45,158,142.4,0,1,0,19,15,RCB,2012,DQ
7,M Kaif,1,1,0,14,14,14.0,16,87.5,0,0,0,1,0,RCB,2012,DQ
8,R Vinay Kumar,15,7,2,68,25,13.6,62,109.67,0,0,0,3,2,RCB,2012,DQ
9,DL Vettori,9,6,2,31,20,7.75,26,119.23,0,0,0,3,1,RCB,2012,DQ
10,HV Patel,12,3,1,15,10,7.5,15,100.0,0,0,1,1,0,RCB,2012,DQ
11,Z Khan,16,5,3,12,11*,6.0,17,70.58,0,0,2,1,0,RCB,2012,DQ
12,AUK Pathan,2,2,1,6,4,6.0,7,85.71,0,0,0,0,0,RCB,2012,DQ
13,CA Pujara,3,3,0,17,11,5.66,22,77.27,0,0,1,1,1,RCB,2012,DQ
14,M Muralitharan,10,2,0,6,6,3.0,9,66.66,0,0,1,0,0,RCB,2012,DQ
15,RR Bhatkal,1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,RCB,2012,DQ
16,S Aravind,1,1,1,14,14*,0.0,8,175.0,0,0,0,3,0,RCB,2012,DQ
17,J Syed Mohammad,2,1,1,4,4*,0.0,1,400.0,0,0,0,1,0,RCB,2012,DQ
18,P Parameswaran,3,1,1,0,0*,0.0,1,0.0,0,0,0,0,0,RCB,2012,DQ
19,KP Appanna,7,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2012,DQ
20,KB Arun Karthik,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2012,DQ
21,A Mithun,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2012,DQ
0,SR Watson,7,7,1,255,90*,42.5,168,151.78,0,2,0,26,14,RR,2012,DQ
1,AM Rahane,16,16,2,560,103*,40.0,433,129.33,1,3,2,73,10,RR,2012,DQ
2,OA Shah,13,13,4,340,76,37.77,256,132.81,0,3,0,24,16,RR,2012,DQ
3,BJ Hodge,12,12,4,245,48*,30.62,175,140.0,0,0,0,18,9,RR,2012,DQ
4,R Dravid,16,16,0,462,58,28.87,412,112.13,0,2,0,63,4,RR,2012,DQ
5,DH Yagnik,5,3,2,25,10*,25.0,13,192.3,0,0,0,5,0,RR,2012,DQ
6,STR Binny,8,6,2,90,30,22.5,67,134.32,0,0,1,9,3,RR,2012,DQ
7,AL Menaria,15,12,1,220,40,20.0,202,108.91,0,0,1,14,8,RR,2012,DQ
8,KK Cooper,6,4,2,38,14,19.0,20,190.0,0,0,0,3,3,RR,2012,DQ
9,J Botha,11,7,3,58,14*,14.5,54,107.4,0,0,0,4,1,RR,2012,DQ
10,SP Goswami,11,6,1,69,24,13.8,67,102.98,0,0,1,4,1,RR,2012,DQ
11,AA Chavan,8,2,1,11,7*,11.0,8,137.5,0,0,0,2,0,RR,2012,DQ
12,GB Hogg,9,3,1,15,13,7.5,16,93.75,0,0,0,1,0,RR,2012,DQ
13,A Singh,9,1,0,0,0,0.0,3,0.0,0,0,1,0,0,RR,2012,DQ
14,SK Trivedi,14,1,1,5,5*,0.0,6,83.33,0,0,0,0,0,RR,2012,DQ
15,A Chandila,4,1,1,0,0*,0.0,1,0.0,0,0,0,0,0,RR,2012,DQ
16,Pankaj Singh,6,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RR,2012,DQ
17,SW Tait,6,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RR,2012,DQ
0,MEK Hussey,17,17,3,733,95,52.35,566,129.5,0,6,0,81,17,CSK,2013,R
1,SK Raina,18,17,4,548,100*,42.15,365,150.13,1,4,3,50,18,CSK,2013,R
2,MS Dhoni,18,16,5,461,67*,41.9,283,162.89,0,4,0,32,25,CSK,2013,R
3,RA Jadeja,18,14,6,201,38*,25.12,135,148.88,0,0,2,17,6,CSK,2013,R
4,WP Saha,3,3,0,70,39,23.33,56,125.0,0,0,0,6,4,CSK,2013,R
5,M Vijay,15,15,1,312,55,22.28,286,109.09,0,2,0,27,8,CSK,2013,R
6,S Badrinath,18,8,1,124,34,17.71,121,102.47,0,0,2,11,0,CSK,2013,R
7,JA Morkel,8,3,0,46,23,15.33,37,124.32,0,0,0,2,3,CSK,2013,R
8,DJ Bravo,18,12,4,121,23*,15.12,106,114.15,0,0,0,11,3,CSK,2013,R
9,R Ashwin,18,5,1,35,11*,8.75,49,71.42,0,0,0,4,0,CSK,2013,R
10,CH Morris,16,6,4,14,7*,7.0,16,87.5,0,0,1,0,0,CSK,2013,R
11,B Laughlin,2,2,1,4,4*,4.0,9,44.44,0,0,1,0,0,CSK,2013,R
12,S Anirudha,1,1,0,0,0,0.0,2,0.0,0,0,1,0,0,CSK,2013,R
13,MM Sharma,15,2,1,0,0*,0.0,5,0.0,0,0,1,0,0,CSK,2013,R
14,AS Rajpoot,2,1,1,2,2*,0.0,6,33.33,0,0,0,0,0,CSK,2013,R
15,DP Nannes,5,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,CSK,2013,R
16,JO Holder,6,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,CSK,2013,R
0,UT Yadav,16,8,7,38,12*,38.0,38,100.0,0,0,0,3,1,DD,2013,DQ
1,BJ Rohrer,8,8,2,193,64*,32.16,140,137.85,0,1,0,21,5,DD,2013,DQ
2,DA Warner,16,16,3,410,77,31.53,323,126.93,0,4,2,41,14,DD,2013,DQ
3,V Sehwag,13,13,1,295,95*,24.58,233,126.6,0,1,1,41,6,DD,2013,DQ
4,DPMD Jayawardene,15,15,0,331,66,22.06,313,105.75,0,2,0,39,6,DD,2013,DQ
5,CM Gautam,3,3,1,44,30,22.0,34,129.41,0,0,0,4,1,DD,2013,DQ
6,KM Jadhav,12,10,3,152,31,21.71,124,122.58,0,0,1,8,5,DD,2013,DQ
7,MC Juneja,7,7,0,125,49,17.85,128,97.65,0,0,0,11,1,DD,2013,DQ
8,IK Pathan,15,13,5,142,24,17.75,152,93.42,0,0,0,9,3,DD,2013,DQ
9,UBT Chand,9,9,0,158,41,17.55,158,100.0,0,0,2,17,4,DD,2013,DQ
10,B Chipli,1,1,0,16,16,16.0,18,88.88,0,0,0,1,1,DD,2013,DQ
11,AB Agarkar,4,2,1,12,9*,12.0,16,75.0,0,0,0,0,0,DD,2013,DQ
12,M Morkel,10,6,1,57,23*,11.4,29,196.55,0,0,2,6,2,DD,2013,DQ
13,RE van der Merwe,3,2,0,22,14,11.0,25,88.0,0,0,0,2,0,DD,2013,DQ
14,NV Ojha,2,2,1,9,9,9.0,10,90.0,0,0,0,1,0,DD,2013,DQ
15,BMAJ Mendis,3,3,0,23,12,7.66,27,85.18,0,0,1,0,0,DD,2013,DQ
16,J Botha,6,6,0,43,23,7.16,52,82.69,0,0,0,5,1,DD,2013,DQ
17,AD Russell,3,2,0,11,7,5.5,14,78.57,0,0,0,0,0,DD,2013,DQ
18,S Nadeem,12,6,1,14,6,2.8,27,51.85,0,0,2,1,0,DD,2013,DQ
19,A Nehra,10,4,0,1,1,0.25,8,12.5,0,0,3,0,0,DD,2013,DQ
20,S Kaul,6,2,2,7,7*,0.0,9,77.77,0,0,0,0,0,DD,2013,DQ
21,P Negi,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DD,2013,DQ
22,Y Venugopal Rao,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DD,2013,DQ
0,YK Pathan,16,16,5,332,72,30.18,240,138.33,0,1,2,30,14,KKR,2013,DQ
1,RN ten Doeschate,4,4,1,85,42,28.33,63,134.92,0,0,0,9,2,KKR,2013,DQ
2,EJG Morgan,14,13,2,307,51,27.9,240,127.91,0,1,0,28,13,KKR,2013,DQ
3,G Gambhir,16,16,0,406,60,25.37,343,118.36,0,4,2,51,5,KKR,2013,DQ
4,S Narwal,2,1,0,23,23,23.0,15,153.33,0,0,0,4,0,KKR,2013,DQ
5,B Lee,3,2,1,21,16*,21.0,12,175.0,0,0,0,1,2,KKR,2013,DQ
6,JH Kallis,16,16,1,311,41,20.73,322,96.58,0,0,2,35,3,KKR,2013,DQ
7,MS Bisla,14,14,1,255,92,19.61,236,108.05,0,2,2,36,6,KKR,2013,DQ
8,MK Tiwary,10,9,1,146,33,18.25,140,104.28,0,0,1,12,1,KKR,2013,DQ
9,R Bhatia,15,10,4,99,26*,16.5,80,123.75,0,0,0,8,3,KKR,2013,DQ
10,DB Das,10,6,1,75,23,15.0,74,101.35,0,0,0,5,5,KKR,2013,DQ
11,SMSM Senanayake,8,4,3,10,7*,10.0,17,58.82,0,0,0,0,0,KKR,2013,DQ
12,L Balaji,13,3,2,9,9*,9.0,10,90.0,0,0,1,1,0,KKR,2013,DQ
13,SP Narine,16,6,3,21,13,7.0,19,110.52,0,0,0,0,2,KKR,2013,DQ
14,BB McCullum,1,1,0,6,6,6.0,7,85.71,0,0,0,1,0,KKR,2013,DQ
15,P Dogra,1,1,0,5,5,5.0,8,62.5,0,0,0,0,0,KKR,2013,DQ
16,Mohammed Shami,3,1,0,5,5,5.0,10,50.0,0,0,0,0,0,KKR,2013,DQ
17,R McLaren,2,2,0,3,2,1.5,6,50.0,0,0,0,0,0,KKR,2013,DQ
18,LR Shukla,4,2,0,3,2,1.5,12,25.0,0,0,0,0,0,KKR,2013,DQ
19,Iqbal Abdulla,5,2,2,8,6*,0.0,14,57.14,0,0,0,0,0,KKR,2013,DQ
