,Player,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,team,year,status
11,KJ Abbott,5,3,2,13,12*,13.0,8,162.5,0,0,1,0,1,KP,2016,DQ
12,KC Cariappa,5,2,1,13,12*,13.0,11,118.18,0,0,0,0,1,KP,2016,DQ
13,NS Naik,2,2,0,23,22,11.5,31,74.19,0,0,0,1,0,KP,2016,DQ
14,MM Sharma,14,6,2,32,15,8.0,26,123.07,0,0,0,3,1,KP,2016,DQ
15,F Behardien,3,3,1,14,9*,7.0,13,107.69,0,0,1,2,0,KP,2016,DQ
16,MG Johnson,3,3,1,5,4,2.5,14,35.71,0,0,0,0,0,KP,2016,DQ
17,Swapnil Singh,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,KP,2016,DQ
18,R Dhawan,2,2,2,14,11*,0.0,6,233.33,0,0,0,0,1,KP,2016,DQ
19,Sandeep Sharma,14,4,4,8,5*,0.0,9,88.88,0,0,0,0,0,KP,2016,DQ
20,Anureet Singh,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KP,2016,DQ
0,RG Sharma,14,14,3,489,85*,44.45,368,132.88,0,5,1,49,16,MI,2016,DQ
1,KH Pandya,12,9,3,237,86,39.5,124,191.12,0,1,0,22,13,MI,2016,DQ
2,N Rana,4,3,0,104,70,34.66,75,138.66,0,1,0,7,8,MI,2016,DQ
3,Harbhajan Singh,14,7,4,92,45*,30.66,84,109.52,0,0,1,11,2,MI,2016,DQ
4,AT Rayudu,13,12,1,334,65,30.36,278,120.14,0,2,1,28,12,MI,2016,DQ
5,KA Pollard,13,12,4,207,51*,25.87,144,143.75,0,1,0,11,16,MI,2016,DQ
6,JC Buttler,14,14,3,255,41,23.18,184,138.58,0,0,1,23,11,MI,2016,DQ
7,MJ Guptill,3,3,0,57,48,19.0,55,103.63,0,0,0,3,3,MI,2016,DQ
8,PA Patel,10,10,0,177,81,17.7,152,116.44,0,1,1,23,4,MI,2016,DQ
9,R Vinay Kumar,3,2,1,13,12,13.0,12,108.33,0,0,0,0,1,MI,2016,DQ
10,MJ McClenaghan,14,5,2,34,20,11.33,23,147.82,0,0,0,2,3,MI,2016,DQ
11,TG Southee,11,4,1,30,25,10.0,19,157.89,0,0,0,1,2,MI,2016,DQ
12,JJ Bumrah,14,2,1,8,6,8.0,11,72.72,0,0,0,1,0,MI,2016,DQ
13,LMP Simmons,1,1,0,8,8,8.0,8,100.0,0,0,0,0,1,MI,2016,DQ
14,HH Pandya,11,9,2,44,9,6.28,63,69.84,0,0,0,4,0,MI,2016,DQ
15,S Gopal,1,1,0,2,2,2.0,16,12.5,0,0,0,0,0,MI,2016,DQ
16,UBT Chand,1,1,0,0,0,0.0,4,0.0,0,0,1,0,0,MI,2016,DQ
17,J Suchith,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,MI,2016,DQ
0,V Kohli,16,16,4,973,113,81.08,640,152.03,4,7,1,83,38,RCB,2016,R
1,AB de Villiers,16,16,3,687,129*,52.84,407,168.79,1,6,1,57,37,RCB,2016,R
2,KL Rahul,14,12,3,397,68*,44.11,271,146.49,0,4,1,37,16,RCB,2016,R
3,SN Khan,5,4,2,66,35*,33.0,31,212.9,0,0,0,7,4,RCB,2016,R
4,Sachin Baby,11,6,2,119,33,29.75,79,150.63,0,0,1,9,5,RCB,2016,R
5,TM Head,3,3,1,54,37,27.0,40,135.0,0,0,0,3,2,RCB,2016,R
6,CH Gayle,10,10,0,227,76,22.7,150,151.33,0,2,1,17,21,RCB,2016,R
7,STR Binny,14,6,2,63,21,15.75,39,161.53,0,0,0,5,4,RCB,2016,R
8,SR Watson,16,15,2,179,36,13.76,134,133.58,0,0,1,14,12,RCB,2016,R
9,Parvez Rasool,4,1,0,10,10,10.0,9,111.11,0,0,0,1,0,RCB,2016,R
10,CJ Jordan,9,1,0,3,3,3.0,4,75.0,0,0,0,0,0,RCB,2016,R
11,KM Jadhav,4,3,3,42,25*,0.0,32,131.25,0,0,0,2,2,RCB,2016,R
12,Iqbal Abdulla,8,2,2,37,33*,0.0,27,137.03,0,0,0,4,1,RCB,2016,R
13,D Wiese,1,1,1,5,5*,0.0,4,125.0,0,0,0,0,0,RCB,2016,R
14,KW Richardson,4,1,1,1,1*,0.0,1,100.0,0,0,0,0,0,RCB,2016,R
15,VR Aaron,8,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
16,HV Patel,5,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
17,S Aravind,9,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
18,YS Chahal,13,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
19,Mandeep Singh,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
20,AF Milne,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
21,T Shamsi,4,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2016,R
0,SPD Smith,8,7,1,270,101,45.0,176,153.4,1,0,0,27,8,RPS,2016,DQ
1,AM Rahane,14,14,3,480,74,43.63,379,126.64,0,6,2,54,9,RPS,2016,DQ
2,MS Dhoni,14,12,5,284,64*,40.57,210,135.23,0,1,0,18,14,RPS,2016,DQ
3,KP Pietersen,4,4,2,73,37,36.5,61,119.67,0,0,0,4,3,RPS,2016,DQ
4,F du Plessis,6,6,0,206,69,34.33,162,127.16,0,2,0,17,9,RPS,2016,DQ
5,R Bhatia,10,6,5,34,21,34.0,20,170.0,0,0,0,1,2,RPS,2016,DQ
6,SS Tiwary,10,8,1,170,57,24.28,141,120.56,0,2,0,17,4,RPS,2016,DQ
7,NLTC Perera,12,10,3,150,34,21.42,93,161.29,0,0,0,7,11,RPS,2016,DQ
8,UT Khawaja,6,6,0,127,30,21.16,100,127.0,0,0,0,14,3,RPS,2016,DQ
9,GJ Bailey,6,5,1,84,34,21.0,98,85.71,0,0,1,9,2,RPS,2016,DQ
10,R Ashwin,14,6,4,41,29,20.5,38,107.89,0,0,1,3,1,RPS,2016,DQ
11,JA Morkel,2,1,0,16,16,16.0,9,177.77,0,0,0,0,2,RPS,2016,DQ
12,MR Marsh,3,1,0,7,7,7.0,11,63.63,0,0,0,0,0,RPS,2016,DQ
13,PSP Handscomb,2,1,0,6,6,6.0,12,50.0,0,0,0,0,0,RPS,2016,DQ
14,IK Pathan,4,3,0,11,7,3.66,13,84.61,0,0,0,0,0,RPS,2016,DQ
15,M Ashwin,10,1,0,0,0,0.0,1,0.0,0,0,1,0,0,RPS,2016,DQ
16,A Zampa,5,1,0,0,0,0.0,1,0.0,0,0,1,0,0,RPS,2016,DQ
17,Ankit Sharma,3,1,1,3,3*,0.0,3,100.0,0,0,0,0,0,RPS,2016,DQ
18,I Sharma,4,1,1,0,0*,0.0,0,0.0,0,0,0,0,0,RPS,2016,DQ
19,SM Boland,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RPS,2016,DQ
20,DL Chahar,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RPS,2016,DQ
21,AB Dinda,9,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RPS,2016,DQ
22,RP Singh,4,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RPS,2016,DQ
0,DA Warner,17,17,3,848,93*,60.57,560,151.42,0,9,1,88,31,SRH,2016,W
1,S Dhawan,17,17,4,501,82*,38.53,429,116.78,0,4,1,51,8,SRH,2016,W
2,BCJ Cutting,4,4,2,65,39*,32.5,34,191.17,0,0,1,4,6,SRH,2016,W
3,Yuvraj Singh,10,10,1,236,44,26.22,179,131.84,0,0,0,22,13,SRH,2016,W
4,Bipul Sharma,7,4,2,51,27*,25.5,25,204.0,0,0,0,1,5,SRH,2016,W
5,EJG Morgan,7,6,1,123,51,24.6,105,117.14,0,1,1,8,4,SRH,2016,W
6,A Ashish Reddy,4,3,1,47,32,23.5,29,162.06,0,0,0,2,4,SRH,2016,W
7,KS Williamson,6,6,0,124,50,20.66,122,101.63,0,1,0,14,0,SRH,2016,W
8,MC Henriques,17,15,3,182,31*,15.16,158,115.18,0,0,1,15,6,SRH,2016,W
9,NV Ojha,17,13,3,136,37,13.6,138,98.55,0,0,1,7,5,SRH,2016,W
10,DJ Hooda,17,15,1,144,34,10.28,121,119.0,0,0,0,9,5,SRH,2016,W
11,B Kumar,17,8,2,43,21,7.16,27,159.25,0,0,0,6,1,SRH,2016,W
12,AP Tare,3,2,0,8,8,4.0,15,53.33,0,0,1,1,0,SRH,2016,W
13,KV Sharma,5,3,3,36,26*,0.0,30,120.0,0,0,0,3,1,SRH,2016,W
14,BB Sran,14,4,4,4,2*,0.0,4,100.0,0,0,0,0,0,SRH,2016,W
15,A Nehra,8,2,2,1,1*,0.0,1,100.0,0,0,0,0,0,SRH,2016,W
16,TA Boult,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,SRH,2016,W
17,Mustafizur Rahman,16,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,SRH,2016,W
0,A Mishra,14,6,5,49,13*,49.0,52,94.23,0,0,0,2,2,DD,2017,DQ
1,SS Iyer,12,12,2,338,96,33.8,243,139.09,0,2,0,36,10,DD,2017,DQ
2,CH Morris,9,9,4,154,52*,30.8,94,163.82,0,1,0,15,6,DD,2017,DQ
3,SV Samson,14,14,0,386,102,27.57,273,141.39,1,2,2,32,19,DD,2017,DQ
4,RR Pant,14,14,0,366,97,26.14,221,165.61,0,2,3,28,24,DD,2017,DQ
5,SW Billings,6,6,0,138,55,23.0,104,132.69,0,1,1,19,1,DD,2017,DQ
6,KK Nair,14,13,0,281,64,21.61,226,124.33,0,1,1,39,6,DD,2017,DQ
7,CJ Anderson,11,11,4,142,41*,20.28,123,115.44,0,0,1,8,9,DD,2017,DQ
8,K Rabada,6,3,0,55,44,18.33,64,85.93,0,0,1,5,1,DD,2017,DQ
9,AD Mathews,3,2,0,32,31,16.0,27,118.51,0,0,0,2,1,DD,2017,DQ
10,PJ Cummins,12,9,4,77,24,15.4,53,145.28,0,0,0,5,4,DD,2017,DQ
11,Mohammed Shami,8,6,2,36,21,9.0,24,150.0,0,0,0,4,2,DD,2017,DQ
12,MN Samuels,5,4,0,29,27,7.25,31,93.54,0,0,1,1,2,DD,2017,DQ
13,AP Tare,3,3,0,18,18,6.0,23,78.26,0,0,2,3,0,DD,2017,DQ
14,CR Brathwaite,2,2,0,12,11,6.0,15,80.0,0,0,0,2,0,DD,2017,DQ
15,Z Khan,11,3,2,4,2,4.0,13,30.76,0,0,0,0,0,DD,2017,DQ
16,S Nadeem,7,4,1,2,2,0.66,9,22.22,0,0,2,0,0,DD,2017,DQ
17,AR Bawne,1,1,1,12,12*,0.0,12,100.0,0,0,0,1,0,DD,2017,DQ
18,J Yadav,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,DD,2017,DQ
0,SK Raina,14,14,3,442,84,40.18,307,143.97,0,3,0,42,13,GL,2017,DQ
1,RA Jadeja,12,10,6,158,28,39.5,113,139.82,0,0,0,13,4,GL,2017,DQ
2,KD Karthik,14,13,3,361,65,36.1,259,139.38,0,2,1,30,11,GL,2017,DQ
3,JJ Roy,3,3,1,59,31,29.5,40,147.5,0,0,0,9,1,GL,2017,DQ
4,BB McCullum,11,11,0,319,72,29.0,217,147.0,0,2,0,29,18,GL,2017,DQ
5,Ishan Kishan,11,10,0,277,61,27.7,206,134.46,0,1,0,29,13,GL,2017,DQ
6,AJ Tye,6,3,1,53,25,26.5,30,176.66,0,0,0,4,3,GL,2017,DQ
7,AJ Finch,13,13,1,299,72,24.91,180,166.11,0,2,1,25,19,GL,2017,DQ
8,DR Smith,12,12,1,239,74,21.72,156,153.2,0,2,2,32,8,GL,2017,DQ
9,JP Faulkner,8,6,2,54,21,13.5,57,94.73,0,0,0,4,0,GL,2017,DQ
10,P Kumar,6,2,1,8,7*,8.0,9,88.88,0,0,0,0,0,GL,2017,DQ
11,Ankit Soni,7,3,1,7,7*,3.5,9,77.77,0,0,2,0,1,GL,2017,DQ
12,IK Pathan,1,1,0,2,2,2.0,3,66.66,0,0,0,0,0,GL,2017,DQ
13,PJ Sangwan,5,3,1,2,1*,1.0,4,50.0,0,0,1,0,0,GL,2017,DQ
14,DS Kulkarni,6,1,0,1,1,1.0,2,50.0,0,0,0,0,0,GL,2017,DQ
15,AD Nath,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,GL,2017,DQ
16,MM Patel,2,1,0,0,0,0.0,1,0.0,0,0,1,0,0,GL,2017,DQ
17,Basil Thampi,12,5,5,28,13*,0.0,28,100.0,0,0,0,1,1,GL,2017,DQ
18,SS Agarwal,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
19,MS Gony,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
20,SB Jakati,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
21,S Kaushik,3,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
22,NB Singh,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
23,Tejas Baroka,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,GL,2017,DQ
0,MK Pandey,14,13,5,396,81*,49.5,308,128.57,0,2,0,28,12,KKR,2017,Q
1,CA Lynn,7,7,1,295,93*,49.16,163,180.98,0,3,0,25,19,KKR,2017,Q
2,G Gambhir,16,16,4,498,76*,41.5,389,128.02,0,4,0,62,7,KKR,2017,Q
3,IR Jaggi,2,2,1,33,28,33.0,39,84.61,0,0,0,3,0,KKR,2017,Q
4,RV Uthappa,14,13,0,388,87,29.84,235,165.1,0,5,1,36,21,KKR,2017,Q
5,SP Jackson,4,3,1,38,16,19.0,31,122.58,0,0,0,5,0,KKR,2017,Q
6,YK Pathan,15,11,3,143,59,17.87,115,124.34,0,1,1,9,6,KKR,2017,Q
7,SA Yadav,10,7,1,105,31,17.5,88,119.31,0,0,0,8,3,KKR,2017,Q
8,SP Narine,16,14,1,224,54,17.23,130,172.3,0,1,2,34,10,KKR,2017,Q
9,C de Grandhomme,12,9,1,126,36,15.75,92,136.95,0,0,3,10,6,KKR,2017,Q
10,CR Woakes,13,7,3,46,18,11.5,47,97.87,0,0,0,4,1,KKR,2017,Q
11,Kuldeep Yadav,12,2,0,20,16,10.0,22,90.9,0,0,0,2,0,KKR,2017,Q
12,NM Coulter-Nile,8,3,0,14,6,4.66,12,116.66,0,0,0,0,2,KKR,2017,Q
13,AS Rajpoot,5,1,0,4,4,4.0,7,57.14,0,0,0,1,0,KKR,2017,Q
14,PP Chawla,6,1,0,2,2,2.0,6,33.33,0,0,0,0,0,KKR,2017,Q
15,UT Yadav,14,4,4,10,4*,0.0,13,76.92,0,0,0,0,0,KKR,2017,Q
16,DM Bravo,1,1,1,6,6*,0.0,5,120.0,0,0,0,1,0,KKR,2017,Q
17,TA Boult,6,1,1,5,5*,0.0,8,62.5,0,0,0,0,0,KKR,2017,Q
18,Shakib Al Hasan,1,1,1,1,1*,0.0,1,100.0,0,0,0,0,0,KKR,2017,Q
0,HM Amla,10,10,3,420,104*,60.0,288,145.83,2,2,1,40,17,KP,2017,DQ
1,SE Marsh,9,8,0,264,84,33.0,194,136.08,0,2,0,36,5,KP,2017,DQ
2,GJ Maxwell,14,13,3,310,47,31.0,179,173.18,0,0,3,19,26,KP,2017,DQ
3,AR Patel,14,13,5,227,44,28.37,162,140.12,0,0,1,11,11,KP,2017,DQ
4,DA Miller,5,4,1,83,30*,27.66,80,103.75,0,0,0,4,4,KP,2017,DQ
5,M Vohra,11,9,0,229,95,25.44,159,144.02,0,1,0,23,9,KP,2017,DQ
6,WP Saha,14,11,1,234,93*,23.4,187,125.13,0,1,1,20,8,KP,2017,DQ
7,MJ Guptill,7,7,1,132,50*,22.0,88,150.0,0,1,1,17,5,KP,2017,DQ
8,R Tewatia,3,2,1,19,15*,19.0,11,172.72,0,0,0,4,0,KP,2017,DQ
9,EJG Morgan,4,4,0,65,26,16.25,62,104.83,0,0,0,6,2,KP,2017,DQ
10,Anureet Singh,1,1,0,15,15,15.0,12,125.0,0,0,0,2,0,KP,2017,DQ
11,MM Sharma,14,7,1,51,13,8.5,50,102.0,0,0,0,3,1,KP,2017,DQ
12,Swapnil Singh,4,2,0,12,10,6.0,19,63.15,0,0,0,0,0,KP,2017,DQ
13,MP Stoinis,5,3,0,17,9,5.66,24,70.83,0,0,0,1,0,KP,2017,DQ
14,I Sharma,6,3,1,8,5*,4.0,12,66.66,0,0,0,1,0,KP,2017,DQ
15,VR Aaron,6,2,1,4,4,4.0,10,40.0,0,0,0,0,0,KP,2017,DQ
16,KC Cariappa,4,2,0,2,1,1.0,7,28.57,0,0,0,0,0,KP,2017,DQ
17,Sandeep Sharma,13,4,4,7,5*,0.0,6,116.66,0,0,0,0,0,KP,2017,DQ
18,Gurkeerat Singh,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KP,2017,DQ
19,MJ Henry,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KP,2017,DQ
20,T Natarajan,6,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,KP,2017,DQ
0,SS Tiwary,1,1,0,52,52,52.0,43,120.93,0,1,0,9,0,MI,2017,W
1,HH Pandya,17,16,9,250,35*,35.71,160,156.25,0,0,0,11,20,MI,2017,W
2,KH Pandya,13,11,4,243,47,34.71,179,135.75,0,0,0,24,7,MI,2017,W
3,N Rana,13,12,1,333,62*,30.27,264,126.13,0,3,0,24,17,MI,2017,W
4,KA Pollard,17,16,3,385,70,29.61,276,139.49,0,3,0,26,22,MI,2017,W
5,JC Buttler,10,10,0,272,77,27.2,177,153.67,0,1,0,27,15,MI,2017,W
6,PA Patel,16,16,0,395,70,24.68,293,134.81,0,2,2,49,8,MI,2017,W
7,RG Sharma,17,16,2,333,67,23.78,273,121.97,0,3,1,31,9,MI,2017,W
8,LMP Simmons,7,7,0,137,66,19.57,112,122.32,0,2,1,10,8,MI,2017,W
9,AT Rayudu,5,5,0,91,63,18.2,78,116.66,0,1,1,7,3,MI,2017,W
10,JJ Bumrah,16,2,1,16,16*,16.0,12,133.33,0,0,1,0,1,MI,2017,W
11,KV Sharma,9,6,0,49,19,8.16,41,119.51,0,0,0,5,2,MI,2017,W
12,Harbhajan Singh,11,7,5,16,7*,8.0,16,100.0,0,0,1,0,1,MI,2017,W
13,TG Southee,3,1,0,7,7,7.0,3,233.33,0,0,0,0,1,MI,2017,W
14,MJ McClenaghan,14,7,3,16,12,4.0,15,106.66,0,0,2,0,1,MI,2017,W
15,MG Johnson,5,3,3,20,13*,0.0,17,117.64,0,0,0,1,1,MI,2017,W
16,SL Malinga,12,2,2,7,7*,0.0,3,233.33,0,0,0,0,1,MI,2017,W
17,R Vinay Kumar,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,MI,2017,W
0,V Kohli,10,10,0,308,64,30.8,252,122.22,0,4,1,23,11,RCB,2017,DQ
1,TM Head,7,7,2,151,75*,30.2,108,139.81,0,1,1,9,6,RCB,2017,DQ
2,AB de Villiers,9,9,1,216,89*,27.0,163,132.51,0,1,0,12,16,RCB,2017,DQ
3,A Choudhary,5,3,2,25,15*,25.0,20,125.0,0,0,0,1,1,RCB,2017,DQ
4,KM Jadhav,13,13,1,267,69,22.25,186,143.54,0,1,0,25,10,RCB,2017,DQ
5,CH Gayle,9,9,0,200,77,22.22,163,122.69,0,1,2,15,14,RCB,2017,DQ
6,Mandeep Singh,11,10,0,188,52,18.8,177,106.21,0,1,2,21,4,RCB,2017,DQ
7,P Negi,12,10,2,144,35,18.0,111,129.72,0,0,0,10,7,RCB,2017,DQ
8,STR Binny,8,7,2,78,18*,15.6,76,102.63,0,0,0,6,3,RCB,2017,DQ
9,SR Watson,8,7,1,71,24,11.83,78,91.02,0,0,0,6,1,RCB,2017,DQ
10,S Aravind,10,8,4,32,9,8.0,40,80.0,0,0,2,2,0,RCB,2017,DQ
11,Vishnu Vinod,3,3,0,19,9,6.33,26,73.07,0,0,0,1,1,RCB,2017,DQ
12,Sachin Baby,3,3,0,15,12,5.0,15,100.0,0,0,0,2,0,RCB,2017,DQ
13,YS Chahal,13,6,3,13,4*,4.33,26,50.0,0,0,1,0,0,RCB,2017,DQ
14,AF Milne,4,3,1,7,5,3.5,12,58.33,0,0,0,0,0,RCB,2017,DQ
15,TS Mills,5,3,0,8,6,2.66,11,72.72,0,0,1,0,1,RCB,2017,DQ
16,S Badree,7,5,0,13,8,2.6,23,56.52,0,0,2,0,0,RCB,2017,DQ
17,Iqbal Abdulla,2,1,1,5,5*,0.0,7,71.42,0,0,0,0,0,RCB,2017,DQ
18,Avesh Khan,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2017,DQ
19,HV Patel,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2017,DQ
20,B Stanlake,2,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,RCB,2017,DQ
0,SPD Smith,15,15,3,472,84*,39.33,387,121.96,0,3,0,38,12,RPS,2017,R
1,MK Tiwary,15,13,3,324,60,32.4,236,137.28,0,2,1,31,11,RPS,2017,R
2,BA Stokes,12,11,1,316,103*,31.6,221,142.98,1,1,0,22,15,RPS,2017,R
3,RA Tripathi,14,14,0,391,93,27.92,267,146.44,0,2,1,43,17,RPS,2017,R
4,MS Dhoni,16,15,4,290,61*,26.36,250,116.0,0,1,0,15,16,RPS,2017,R
5,AM Rahane,16,16,1,382,60,25.46,323,118.26,0,2,2,35,9,RPS,2017,R
6,Ankit Sharma,1,1,0,25,25,25.0,15,166.66,0,0,0,2,1,RPS,2017,R
7,R Bhatia,3,2,1,16,16,16.0,17,94.11,0,0,0,0,1,RPS,2017,R
8,DT Christian,13,9,4,79,17*,15.8,49,161.22,0,0,0,5,5,RPS,2017,R
9,DL Chahar,3,1,0,14,14,14.0,6,233.33,0,0,0,0,2,RPS,2017,R
10,Washington Sundar,11,5,4,9,5*,9.0,12,75.0,0,0,1,0,0,RPS,2017,R
11,MA Agarwal,3,3,0,26,20,8.66,27,96.29,0,0,1,3,0,RPS,2017,R
12,F du Plessis,2,1,0,8,8,8.0,7,114.28,0,0,0,1,0,RPS,2017,R
13,AB Dinda,3,1,0,7,7,7.0,7,100.0,0,0,0,1,0,RPS,2017,R
14,A Zampa,6,1,0,5,5,5.0,7,71.42,0,0,0,1,0,RPS,2017,R
15,SN Thakur,12,3,0,0,0,0.0,3,0.0,0,0,3,0,0,RPS,2017,R
16,RD Chahar,3,1,1,3,3*,0.0,2,150.0,0,0,0,0,0,RPS,2017,R
17,JD Unadkat,12,2,2,2,2*,0.0,5,40.0,0,0,0,0,0,RPS,2017,R
18,LH Ferguson,4,1,1,1,1*,0.0,1,100.0,0,0,0,0,0,RPS,2017,R
19,Imran Tahir,12,1,1,0,0*,0.0,2,0.0,0,0,0,0,0,RPS,2017,R
0,DA Warner,14,14,3,641,126,58.27,452,141.81,1,4,0,63,26,SRH,2017,Q
1,V Shankar,4,4,2,101,63*,50.5,75,134.66,0,1,0,12,1,SRH,2017,Q
2,MC Henriques,12,11,5,277,55*,46.16,203,136.45,0,3,0,28,4,SRH,2017,Q
3,KS Williamson,7,7,1,256,89,42.66,169,151.47,0,2,0,20,10,SRH,2017,Q
4,S Dhawan,14,14,1,479,77,36.84,376,127.39,0,3,0,53,9,SRH,2017,Q
5,Bipul Sharma,7,3,2,31,21*,31.0,24,129.16,0,0,0,2,1,SRH,2017,Q
6,Yuvraj Singh,12,11,2,252,70*,28.0,177,142.37,0,2,1,30,8,SRH,2017,Q
7,DJ Hooda,10,6,3,78,19*,26.0,52,150.0,0,0,0,5,4,SRH,2017,Q
8,BCJ Cutting,4,3,1,51,20,25.5,26,196.15,0,0,0,5,3,SRH,2017,Q
9,NV Ojha,14,5,1,79,34,19.75,65,121.53,0,0,0,2,3,SRH,2017,Q
10,Rashid Khan,14,3,1,11,6*,5.5,9,122.22,0,0,0,0,1,SRH,2017,Q
11,B Kumar,14,2,1,4,4*,4.0,4,100.0,0,0,1,0,0,SRH,2017,Q
12,Mohammad Nabi,3,1,0,2,2,2.0,3,66.66,0,0,0,0,0,SRH,2017,Q
13,CJ Jordan,1,1,0,0,0,0.0,1,0.0,0,0,1,0,0,SRH,2017,Q
14,S Kaul,10,1,1,0,0*,0.0,2,0.0,0,0,0,0,0,SRH,2017,Q
15,A Nehra,6,2,2,0,0*,0.0,0,0.0,0,0,0,0,0,SRH,2017,Q
16,Mohammed Siraj,6,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,SRH,2017,Q
17,Mustafizur Rahman,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,SRH,2017,Q
18,BB Sran,1,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,SRH,2017,Q
