,4,5,Ave,BBI,Ct,Econ,Inns,Mat,Mdns,Overs,Player,Runs,SR,St,Wkts,team,year
0,0,0,30.78,3/23,5.0,6.54,18,19.0,0,65.5,R Ashwin,431,28.2,0.0,14,CSK,2012
1,0,0,23.50,2/10,4.0,6.71,4,5.0,0,14.0,KMDN Kulasekara,94,21.0,0.0,4,CSK,2012
2,0,0,16.64,3/27,0.0,6.85,9,9.0,2,34.0,BW Hilfenhaus,233,14.5,0.0,14,CSK,2012
3,0,0,52.50,1/5,11.0,7.50,7,19.0,0,14.0,SK Raina,105,42.0,0.0,2,CSK,2012
4,0,0,29.61,3/29,2.0,7.77,15,16.0,0,49.3,JA Morkel,385,22.8,0.0,13,CSK,2012
5,0,1,22.75,5/16,2.0,7.80,14,19.0,0,35.0,RA Jadeja,273,17.5,0.0,12,CSK,2012
6,0,0,30.80,2/10,9.0,8.01,18,19.0,0,57.4,DJ Bravo,462,23.0,0.0,15,CSK,2012
7,0,0,37.33,2/14,4.0,8.19,15,15.0,0,41.0,SB Jakati,336,27.3,0.0,9,CSK,2012
8,0,0,27.00,2/21,1.0,8.67,4,5.0,0,9.2,VY Mahesh,81,18.6,0.0,3,CSK,2012
9,0,0,19.62,3/24,2.0,8.72,6,6.0,0,18.0,DE Bollinger,157,13.5,0.0,8,CSK,2012
10,0,0,0.0,0.0,4.0,16.00,1,13.0,0,1.0,F du Plessis,16,0.0,0.0,0,CSK,2012
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,S Anirudha,0.0,0.0,0.0,0.0,CSK,2012
12,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,S Badrinath,0.0,0.0,0.0,0.0,CSK,2012
13,0.0,0.0,0.0,0.0,12.0,0.0,0.0,19.0,0.0,0.0,MS Dhoni,0.0,0.0,2.0,0.0,CSK,2012
14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,MEK Hussey,0.0,0.0,0.0,0.0,CSK,2012
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,WP Saha,0.0,0.0,0.0,0.0,CSK,2012
16,0.0,0.0,0.0,0.0,6.0,0.0,0.0,14.0,0.0,0.0,M Vijay,0.0,0.0,0.0,0.0,CSK,2012
0,0,0,15.83,3/8,4.0,6.10,12,12.0,2,46.4,DW Steyn,285,15.5,0.0,18,DC,2012
1,0,0,38.00,1/13,2.0,6.33,3,5.0,0,6.0,AA Jhunjhunwala,38,36.0,0.0,1,DC,2012
2,0,0,41.25,1/9,0.0,6.82,9,9.0,0,24.1,Ankit Sharma,165,36.2,0.0,4,DC,2012
3,0,0,29.00,3/32,1.0,8.02,14,14.0,0,47.0,A Mishra,377,21.6,0.0,13,DC,2012
4,0,0,33.00,2/37,0.0,8.25,2,2.0,0,8.0,J Theron,66,24.0,0.0,2,DC,2012
5,0,0,69.00,1/26,1.0,8.62,6,6.0,0,24.0,MS Gony,207,48.0,0.0,3,DC,2012
6,0,0,29.12,2/26,6.0,8.62,7,7.0,0,27.0,DT Christian,233,20.2,0.0,8,DC,2012
7,0,0,104.00,1/8,6.0,8.66,6,9.0,0,12.0,JP Duminy,104,72.0,0.0,1,DC,2012
8,0,0,0.0,0.0,2.0,8.66,2,4.0,0,3.0,DJ Harris,26,0.0,0.0,0,DC,2012
9,0,0,29.60,2/31,0.0,8.70,9,9.0,0,34.0,V Pratap Singh,296,20.4,0.0,10,DC,2012
10,0,0,21.54,3/25,0.0,8.72,9,9.0,0,27.1,A Ashish Reddy,237,14.8,0.0,11,DC,2012
11,0,0,0.0,0.0,3.0,9.00,2,13.0,0,3.0,CL White,27,0.0,0.0,0,DC,2012
12,0,0,18.33,1/8,5.0,9.16,4,15.0,0,6.0,S Dhawan,55,12.0,0.0,3,DC,2012
13,0,0,36.33,1/11,0.0,9.21,4,4.0,0,11.5,Anand Rajan,109,23.6,0.0,3,DC,2012
14,0,0,136.00,1/46,0.0,11.65,3,3.0,0,11.4,TP Sudhindra,136,70.0,0.0,1,DC,2012
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,B Chipli,0.0,0.0,0.0,0.0,DC,2012
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,IR Jaggi,0.0,0.0,0.0,0.0,DC,2012
17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,CA Lynn,0.0,0.0,0.0,0.0,DC,2012
18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,T Mishra,0.0,0.0,0.0,0.0,DC,2012
19,0.0,0.0,0.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,PA Patel,0.0,0.0,1.0,0.0,DC,2012
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,DB Ravi Teja,0.0,0.0,0.0,0.0,DC,2012
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,PA Reddy,0.0,0.0,0.0,0.0,DC,2012
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,BB Samantray,0.0,0.0,0.0,0.0,DC,2012
23,0.0,0.0,0.0,0.0,9.0,0.0,0.0,12.0,0.0,0.0,KC Sangakkara,0.0,0.0,0.0,0.0,DC,2012
0,0,0,30.00,2/28,1.0,6.00,3,3.0,0,10.0,RE van der Merwe,60,30.0,0.0,2,DD,2012
1,1,0,21.71,4/18,2.0,6.90,6,8.0,0,22.0,P Negi,152,18.8,0.0,7,DD,2012
2,0,0,39.75,3/16,3.0,7.06,12,12.0,0,45.0,S Nadeem,318,33.7,0.0,8,DD,2012
3,1,0,18.12,4/20,1.0,7.19,16,16.0,1,63.0,M Morkel,453,15.1,0.0,25,DD,2012
4,0,0,22.00,1/10,0.0,7.33,2,2.0,0,3.0,GJ Maxwell,22,18.0,0.0,1,DD,2012
5,0,0,23.84,3/19,2.0,7.42,17,17.0,2,61.0,UT Yadav,453,19.2,0.0,19,DD,2012
6,0,0,58.12,2/46,8.0,7.75,17,17.0,2,60.0,IK Pathan,465,45.0,0.0,8,DD,2012
7,0,0,10.66,3/32,1.0,8.00,1,1.0,0,4.0,DAJ Bracewell,32,8.0,0.0,3,DD,2012
8,0,0,33.87,2/19,1.0,8.74,8,8.0,0,31.0,VR Aaron,271,23.2,0.0,8,DD,2012
9,0,0,0.0,0.0,3.0,8.83,3,8.0,0,6.0,KP Pietersen,53,0.0,0.0,0,DD,2012
10,0,0,44.66,2/27,2.0,9.34,4,4.0,0,14.2,AB Agarkar,134,28.6,0.0,3,DD,2012
11,0,0,0.0,0.0,4.0,10.00,1,13.0,0,1.0,Y Nagar,10,0.0,0.0,0,DD,2012
12,0,0,161.00,1/51,0.0,10.06,4,4.0,0,16.0,AD Russell,161,96.0,0.0,1,DD,2012
13,0,0,0.0,0.0,7.0,11.25,3,16.0,0,4.0,V Sehwag,45,0.0,0.0,0,DD,2012
14,0,0,0.0,0.0,0.0,13.00,2,10.0,0,2.0,Y Venugopal Rao,26,0.0,0.0,0,DD,2012
15,0,0,0.0,0.0,0.0,15.66,1,1.0,0,3.0,Sunny Gupta,47,0.0,0.0,0,DD,2012
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,UBT Chand,0.0,0.0,0.0,0.0,DD,2012
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,AJ Finch,0.0,0.0,0.0,0.0,DD,2012
18,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,DPMD Jayawardene,0.0,0.0,0.0,0.0,DD,2012
19,0.0,0.0,0.0,0.0,14.0,0.0,0.0,18.0,0.0,0.0,NV Ojha,0.0,0.0,2.0,0.0,DD,2012
20,0.0,0.0,0.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,LRPL Taylor,0.0,0.0,0.0,0.0,DD,2012
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,DA Warner,0.0,0.0,0.0,0.0,DD,2012
0,1.0,1.0,13.50,5/19,,5.47,15.0,15.0,1.0,59.1,SP Narine,324.0,14.7,,24.0,KKR,2012
1,0.0,0.0,26.86,2/7,,7.46,16.0,17.0,0.0,54.0,JH Kallis,403.0,21.6,,15.0,KKR,2012
2,0.0,0.0,29.92,2/14,,7.31,16.0,17.0,0.0,53.1,R Bhatia,389.0,24.5,,13.0,KKR,2012
3,0.0,0.0,16.25,3/17,,6.5,8.0,8.0,0.0,30.0,Shakib Al Hasan,195.0,15.0,,12.0,KKR,2012
4,1.0,0.0,14.72,4/18,,5.4,8.0,8.0,1.0,30.0,L Balaji,162.0,16.3,,11.0,KKR,2012
5,0.0,0.0,42.71,2/26,,7.86,10.0,10.0,1.0,38.0,B Lee,299.0,32.5,,7.0,KKR,2012
6,0.0,0.0,36.00,1/20,,6.54,8.0,9.0,0.0,22.0,Iqbal Abdulla,144.0,33.0,,4.0,KKR,2012
7,0.0,0.0,35.66,3/34,,10.7,3.0,3.0,0.0,10.0,M de Lange,107.0,20.0,,3.0,KKR,2012
8,0.0,0.0,60.66,2/12,,8.27,12.0,17.0,0.0,22.0,YK Pathan,182.0,44.0,,3.0,KKR,2012
9,0.0,0.0,12.00,1/5,,6.0,2.0,11.0,0.0,2.0,LR Shukla,12.0,12.0,,1.0,KKR,2012
10,0.0,0.0,24.00,1/24,,8.0,1.0,3.0,0.0,3.0,RN ten Doeschate,24.0,18.0,,1.0,KKR,2012
11,0.0,0.0,42.00,1/42,,10.5,1.0,1.0,0.0,4.0,PJ Sangwan,42.0,24.0,,1.0,KKR,2012
12,0.0,0.0,0.0,0.0,,10.66,1.0,1.0,0.0,3.0,JD Unadkat,32.0,0.0,,0.0,KKR,2012
13,,,,,,,,,,,Records includes the following current or recent matches:,,,,,KKR,2012
14,,,,,,,,,,,"Kolkata Knight Riders v Chennai Super Kings at Chennai, Indian Premier League final, May 27, 2012
[Twenty20]",,,,,KKR,2012
15,,,,,,,,,,,"Delhi Daredevils v Kolkata Knight Riders at Pune, Indian Premier League 1st qualifying final, May 22, 2012
[Twenty20]",,,,,KKR,2012
16,,,,,,,,,,,"Pune Warriors v Kolkata Knight Riders at Pune, Indian Premier League 70th match, May 19, 2012
[Twenty20]",,,,,KKR,2012
0,0,1,15.00,5/25,2.0,6.56,4,4.0,0,16.0,AD Mascarenhas,105,13.7,0.0,7,KP,2012
1,0,0,48.22,2/15,1.0,6.88,16,16.0,2,63.0,P Kumar,434,42.0,0.0,9,KP,2012
2,0,0,21.00,2/2,4.0,7.00,6,16.0,0,9.0,DJ Hussey,63,18.0,0.0,3,KP,2012
3,1,0,16.25,4/34,2.0,7.22,5,5.0,0,18.0,RJ Harris,130,13.5,0.0,8,KP,2012
4,0,0,26.18,3/18,3.0,7.35,16,16.0,1,57.0,PP Chawla,419,21.3,0.0,16,KP,2012
5,0,0,23.50,3/20,7.0,7.71,11,11.0,0,42.4,Azhar Mahmood,329,18.2,0.0,14,KP,2012
6,1,0,21.88,4/34,3.0,7.91,12,12.0,0,47.0,P Awana,372,16.5,0.0,17,KP,2012
7,0,0,68.00,2/24,0.0,8.24,5,5.0,0,16.3,BA Bhatt,136,49.5,0.0,2,KP,2012
8,0,0,27.28,3/24,1.0,8.55,7,7.0,0,22.2,Harmeet Singh,191,19.1,0.0,7,KP,2012
9,0,0,24.00,2/41,1.0,9.00,2,2.0,0,8.0,JP Faulkner,72,16.0,0.0,3,KP,2012
10,0,0,0.0,0.0,1.0,10.30,3,5.0,0,7.4,Bipul Sharma,79,0.0,0.0,0,KP,2012
11,0,0,0.0,0.0,0.0,10.66,1,1.0,0,3.0,RR Powar,32,0.0,0.0,0,KP,2012
12,0,0,0.0,0.0,0.0,16.00,1,4.0,0,1.0,AM Nayar,16,0.0,0.0,0,KP,2012
13,0,0,0.0,0.0,1.0,16.00,1,6.0,0,1.0,PC Valthaty,16,0.0,0.0,0,KP,2012
14,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,SD Chitnis,0.0,0.0,0.0,0.0,KP,2012
15,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,P Dogra,0.0,0.0,0.0,0.0,KP,2012
16,0.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,0.0,0.0,AC Gilchrist,0.0,0.0,0.0,0.0,KP,2012
17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,Gurkeerat Singh,0.0,0.0,0.0,0.0,KP,2012
18,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,Mandeep Singh,0.0,0.0,0.0,0.0,KP,2012
19,0.0,0.0,0.0,0.0,8.0,0.0,0.0,13.0,0.0,0.0,SE Marsh,0.0,0.0,0.0,0.0,KP,2012
20,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,DA Miller,0.0,0.0,0.0,0.0,KP,2012
21,0.0,0.0,0.0,0.0,11.0,0.0,0.0,10.0,0.0,0.0,N Saini,0.0,0.0,2.0,0.0,KP,2012
0,1,0,15.90,4/16,6.0,6.30,14,14.0,1,55.3,SL Malinga,350,15.1,0.0,22,MI,2012
1,0,0,64.00,2/13,6.0,7.11,16,17.0,1,54.0,Harbhajan Singh,384,54.0,0.0,6,MI,2012
2,0,0,47.50,1/8,1.0,7.30,6,7.0,0,13.0,DR Smith,95,39.0,0.0,2,MI,2012
3,0,0,24.44,2/17,1.0,7.33,9,9.0,0,30.0,PP Ojha,220,20.0,0.0,9,MI,2012
4,0,0,31.80,3/28,3.0,7.75,11,11.0,0,41.0,RP Singh,318,24.6,0.0,10,MI,2012
5,2,0,24.46,4/20,5.0,7.86,12,12.0,2,46.4,MM Patel,367,18.6,0.0,15,MI,2012
6,1,0,21.87,4/44,6.0,7.98,14,14.0,0,43.5,KA Pollard,350,16.4,0.0,16,MI,2012
7,0,0,10.66,3/18,2.0,8.00,2,2.0,1,8.0,DS Kulkarni,64,8.0,0.0,6,MI,2012
8,0,0,20.16,2/18,4.0,8.06,9,12.0,0,15.0,JEC Franklin,121,15.0,0.0,6,MI,2012
9,0,0,0.0,0.0,0.0,8.50,1,1.0,0,2.0,AN Ahmed,17,0.0,0.0,0,MI,2012
10,0,0,60.00,1/36,0.0,8.57,2,2.0,0,7.0,CJ McKay,60,42.0,0.0,1,MI,2012
11,0,0,23.33,3/37,1.0,8.75,4,5.0,0,8.0,RJ Peterson,70,16.0,0.0,3,MI,2012
12,0,0,0.0,0.0,0.0,10.33,1,1.0,0,3.0,R Shukla,31,0.0,0.0,0,MI,2012
13,0,0,0.0,0.0,2.0,10.80,2,2.0,0,2.3,NLTC Perera,27,0.0,0.0,0,MI,2012
14,0,0,0.0,0.0,13.0,16.00,1,17.0,0,1.0,RG Sharma,16,0.0,0.0,0,MI,2012
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,AC Blizzard,0.0,0.0,0.0,0.0,MI,2012
16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,HH Gibbs,0.0,0.0,0.0,0.0,MI,2012
17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,DJ Jacobs,0.0,0.0,0.0,0.0,MI,2012
18,0.0,0.0,0.0,0.0,5.0,0.0,0.0,17.0,0.0,0.0,KD Karthik,0.0,0.0,2.0,0.0,MI,2012
19,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,RE Levi,0.0,0.0,0.0,0.0,MI,2012
20,0.0,0.0,0.0,0.0,2.0,0.0,0.0,17.0,0.0,0.0,AT Rayudu,0.0,0.0,0.0,0.0,MI,2012
21,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,TL Suman,0.0,0.0,0.0,0.0,MI,2012
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,SR Tendulkar,0.0,0.0,0.0,0.0,MI,2012
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,SA Yadav,0.0,0.0,0.0,0.0,MI,2012
0,0,0,0.0,0.0,0.0,5.50,1,1.0,0,2.0,AG Murtaza,11,0.0,0.0,0,PW,2012
1,0,0,33.50,1/12,1.0,6.09,5,6.0,0,11.0,MJ Clarke,67,33.0,0.0,2,PW,2012
2,0,0,25.60,2/18,1.0,6.09,6,6.0,1,21.0,WD Parnell,128,25.2,0.0,5,PW,2012
3,1,0,18.77,4/18,1.0,7.04,7,7.0,1,24.0,AB Dinda,169,16.0,0.0,9,PW,2012
4,0,0,35.12,2/9,0.0,7.20,11,11.0,0,39.0,B Kumar,281,29.2,0.0,8,PW,2012
5,0,0,27.42,2/17,3.0,7.38,9,9.0,0,26.0,AD Mathews,192,22.2,0.0,7,PW,2012
6,0,0,66.50,2/14,4.0,7.38,11,11.0,0,36.0,M Kartik,266,54.0,0.0,4,PW,2012
7,0,0,27.00,3/39,0.0,7.53,8,8.0,0,28.4,MN Samuels,216,21.5,0.0,8,PW,2012
8,0,0,36.33,3/22,1.0,7.78,4,4.0,0,14.0,AC Thomas,109,28.0,0.0,3,PW,2012
9,0,0,33.33,2/16,2.0,8.10,11,11.0,0,37.0,R Sharma,300,24.6,0.0,9,PW,2012
10,0,0,0.0,0.0,0.0,8.25,1,1.0,0,4.0,K Upadhyay,33,0.0,0.0,0,PW,2012
11,0,0,36.54,3/23,1.0,8.37,13,13.0,0,48.0,A Nehra,402,26.1,0.0,11,PW,2012
12,0,0,47.50,2/27,6.0,9.50,4,15.0,0,10.0,SC Ganguly,95,30.0,0.0,2,PW,2012
13,0,0,70.00,1/25,4.0,10.00,4,11.0,0,7.0,JD Ryder,70,42.0,0.0,1,PW,2012
14,0,0,0.0,0.0,0.0,12.00,1,1.0,0,2.0,LJ Wright,24,0.0,0.0,0,PW,2012
15,0,0,0.0,0.0,10.0,15.00,1,15.0,0,0.2,SPD Smith,5,0.0,0.0,0,PW,2012
16,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,CJ Ferguson,0.0,0.0,0.0,0.0,PW,2012
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Harpreet Singh,0.0,0.0,0.0,0.0,PW,2012
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,AP Majumdar,0.0,0.0,0.0,0.0,PW,2012
19,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,M Manhas,0.0,0.0,0.0,0.0,PW,2012
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,MD Mishra,0.0,0.0,0.0,0.0,PW,2012
21,0.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,0.0,0.0,MK Pandey,0.0,0.0,0.0,0.0,PW,2012
22,0.0,0.0,0.0,0.0,6.0,0.0,0.0,16.0,0.0,0.0,RV Uthappa,0.0,0.0,3.0,0.0,PW,2012
0,0,0,12.20,2/25,0.0,6.10,3,4.0,0,10.0,AB McDonald,61,12.0,0.0,5,RCB,2012
1,0,0,17.33,3/21,2.0,6.50,10,10.0,0,40.0,M Muralitharan,260,16.0,0.0,15,RCB,2012
2,0,0,47.20,1/20,3.0,6.74,9,9.0,0,35.0,DL Vettori,236,42.0,0.0,5,RCB,2012
3,0,0,26.64,3/38,5.0,7.55,15,16.0,1,60.0,Z Khan,453,21.1,0.0,17,RCB,2012
4,0,0,37.77,2/24,8.0,8.29,11,12.0,0,41.0,HV Patel,340,27.3,0.0,9,RCB,2012
5,0,0,25.26,3/22,6.0,8.59,14,15.0,0,55.5,R Vinay Kumar,480,17.6,0.0,19,RCB,2012
6,0,0,17.40,3/30,1.0,8.70,3,3.0,0,10.0,P Parameswaran,87,12.0,0.0,5,RCB,2012
7,1,0,24.66,4/19,1.0,8.70,6,7.0,0,17.0,KP Appanna,148,17.0,0.0,6,RCB,2012
8,0,0,0.0,0.0,0.0,9.28,2,2.0,0,7.0,J Syed Mohammad,65,0.0,0.0,0,RCB,2012
9,0,0,0.0,0.0,4.0,11.00,5,10.0,0,7.0,TM Dilshan,77,0.0,0.0,0,RCB,2012
10,0,0,0.0,0.0,0.0,11.00,1,1.0,0,3.0,A Mithun,33,0.0,0.0,0,RCB,2012
11,0,0,0.0,0.0,0.0,14.00,1,2.0,0,1.0,AUK Pathan,14,0.0,0.0,0,RCB,2012
12,0,0,0.0,0.0,2.0,14.14,3,15.0,0,4.4,CH Gayle,66,0.0,0.0,0,RCB,2012
13,0,0,0.0,0.0,0.0,16.00,1,1.0,0,3.0,S Aravind,48,0.0,0.0,0,RCB,2012
14,0,0,0.0,0.0,7.0,16.33,2,16.0,0,3.0,V Kohli,49,0.0,0.0,0,RCB,2012
15,0,0,0.0,0.0,1.0,17.50,1,1.0,0,2.0,RR Bhatkal,35,0.0,0.0,0,RCB,2012
16,0.0,0.0,0.0,0.0,9.0,0.0,0.0,16.0,0.0,0.0,MA Agarwal,0.0,0.0,0.0,0.0,RCB,2012
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,KB Arun Karthik,0.0,0.0,0.0,0.0,RCB,2012
18,0.0,0.0,0.0,0.0,4.0,0.0,0.0,16.0,0.0,0.0,AB de Villiers,0.0,0.0,5.0,0.0,RCB,2012
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,M Kaif,0.0,0.0,0.0,0.0,RCB,2012
20,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,CA Pujara,0.0,0.0,0.0,0.0,RCB,2012
21,0.0,0.0,0.0,0.0,3.0,0.0,0.0,15.0,0.0,0.0,SS Tiwary,0.0,0.0,0.0,0.0,RCB,2012
0,1,0,17.20,4/13,3.0,6.14,4,4.0,0,14.0,A Chandila,86,16.8,0.0,5,RR,2012
1,0,0,25.16,3/13,1.0,6.61,6,6.0,0,22.5,SW Tait,151,22.8,0.0,6,RR,2012
2,0,0,23.00,1/3,2.0,6.90,3,15.0,0,3.2,AL Menaria,23,20.0,0.0,1,RR,2012
3,0,0,26.83,2/19,2.0,7.00,7,7.0,1,23.0,SR Watson,161,23.0,0.0,6,RR,2012
4,0,0,25.30,2/31,1.0,7.02,9,9.0,0,36.0,GB Hogg,253,21.6,0.0,10,RR,2012
5,0,0,33.00,2/21,3.0,7.24,11,11.0,0,41.0,J Botha,297,27.3,0.0,9,RR,2012
6,1,0,17.40,4/26,2.0,7.25,6,6.0,1,24.0,KK Cooper,174,14.4,0.0,10,RR,2012
7,1,0,29.23,4/25,4.0,7.30,14,14.0,1,52.0,SK Trivedi,380,24.0,0.0,13,RR,2012
8,0,0,26.00,1/8,1.0,7.80,6,8.0,0,10.0,STR Binny,78,20.0,0.0,3,RR,2012
9,0,0,24.28,2/18,0.0,8.09,6,6.0,0,21.0,Pankaj Singh,170,18.0,0.0,7,RR,2012
10,0,0,33.71,2/23,2.0,8.63,8,8.0,0,27.2,AA Chavan,236,23.4,0.0,7,RR,2012
11,0,0,31.00,2/29,1.0,9.44,9,9.0,0,32.5,A Singh,310,19.7,0.0,10,RR,2012
12,0,0,21.00,1/13,7.0,10.50,2,12.0,0,2.0,BJ Hodge,21,12.0,0.0,1,RR,2012
13,0.0,0.0,0.0,0.0,5.0,0.0,0.0,16.0,0.0,0.0,R Dravid,0.0,0.0,0.0,0.0,RR,2012
14,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,SP Goswami,0.0,0.0,4.0,0.0,RR,2012
15,0.0,0.0,0.0,0.0,11.0,0.0,0.0,16.0,0.0,0.0,AM Rahane,0.0,0.0,0.0,0.0,RR,2012
16,0.0,0.0,0.0,0.0,5.0,0.0,0.0,13.0,0.0,0.0,OA Shah,0.0,0.0,0.0,0.0,RR,2012
17,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,DH Yagnik,0.0,0.0,0.0,0.0,RR,2012
0,0,0,16.30,3/10,2.0,6.43,15,15.0,0,50.4,MM Sharma,326,15.2,0.0,20,CSK,2013
1,0,0,22.71,3/32,2.0,6.62,7,8.0,0,24.0,JA Morkel,159,20.5,0.0,7,CSK,2013
2,0,0,26.00,2/18,4.0,6.72,18,18.0,1,58.0,R Ashwin,390,23.2,0.0,15,CSK,2013
3,0,0,24.84,3/20,6.0,7.48,15,18.0,0,43.1,RA Jadeja,323,19.9,0.0,13,CSK,2013
4,1,0,15.53,4/42,14.0,7.95,18,18.0,0,62.3,DJ Bravo,497,11.7,0.0,32,CSK,2013
5,0,0,39.50,2/17,3.0,7.96,5,5.0,0,19.5,DP Nannes,158,29.7,0.0,4,CSK,2013
6,0,0,26.73,3/40,5.0,8.02,16,16.0,0,50.0,CH Morris,401,20.0,0.0,15,CSK,2013
7,0,0,84.00,2/20,3.0,8.40,6,6.0,0,20.0,JO Holder,168,60.0,0.0,2,CSK,2013
8,0,0,35.00,1/25,0.0,8.75,2,2.0,0,4.0,AS Rajpoot,35,24.0,0.0,1,CSK,2013
9,0,0,71.00,1/25,0.0,10.14,2,2.0,0,7.0,B Laughlin,71,42.0,0.0,1,CSK,2013
